Respondent_ID,Persona_Cluster_Seed,Q1_Age_Group,Q2_Gender,Q3_Emirate,Q4_Monthly_Income_AED,Nationality,Occupation,Q5_Experience_Level,Q6_Days_Per_Week,Q7_Weekly_Distance_km,Q8_Terrain,Q9_Training_Goal,Q10_Foot_Width,Q11_Foot_Issues,Q12_Shoe_Priority,Q13_Sole_Type,Q14_Fit_Style,Q15_Color_Pref,Q16_Accessories,Q17_Trusted_Brands,Q18_Spend_Per_Pair_AED,Q19_Purchase_Frequency,Q20_Purchase_Channel,Q21_Brand_Switch_Motivator,Q22_Current_Shoe_Satisfaction_1_7,Q23_App_Comfort,Q24_WTP_App_AED_Month,Q25_App_Interest,Q26_Running_Motivation,Q27_Runner_Identity_1_5,Q28_Running_Club_Member,Q29_Peer_Influence_1_5,Q30_Sustainability_Importance_1_5,Q31_Min_Discount_To_Switch,Q32_Waits_For_Sales,Q33_Fitness_Apps_Used,Q34_Used_AI_Shopping_Before,Q35_Brand_Switch_Likelihood_1_5
UAE_0055,Serious_Age_Grouper,45-54,Male,Fujairah,"5,000-10,000",Arab (non-GCC),Corporate/Salaried,Advanced/Competitive,3-4 days,25-50km,Road/Pavement,Dubai/AD Marathon,Standard/Medium,Plantar fasciitis,Speed/Performance,Medium/Balanced,Adjustable/Boa,Solid neutral,Running socks,Adidas; Hoka,900-1200,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Professional review,3,Very comfortable,25-50 AED,Definitely would use,Mental health,3,No,4,3,20-30%,No,,Yes,3
UAE_0056,Casual_Lifestyle_Runner,35-44,Female,Sharjah,"Above 60,000",South Asian,Student,Intermediate,5-6 days,25-50km,Treadmill,No goal/fun,Wide,,Style/Brand,Thin/Minimal,Standard fit,Solid neutral,,Nike; Adidas; New Balance,200-400,Every 4-6 months,Brand stores; Online (Amazon/Noon); During sales,Discount,4,Prefer in-store,10-25 AED,Neutral/Unsure,General fitness,1,No,5,2,20-30%,Yes,Nike Run Club,No,5
UAE_0057,Aspirational_Beginner,35-44,Male,Dubai,"Above 60,000",Western,Corporate/Salaried,Complete beginner,I don't run yet,Less than 10km,Treadmill,5K,Standard/Medium,,Durability/Value,Thick/Plush,Roomy toe box,Bold/Bright,,Nike; Adidas,200-400,Rarely/Not yet,During sales,Friend/Community,5,Comfortable,Up to 10 AED,Definitely would use,Weight management,3,No,4,2,50%+,No,,No,3
UAE_0058,Aspirational_Beginner,45-54,Female,Dubai,"10,001-20,000",South Asian,Student,Beginner,Daily,Less than 10km,Treadmill,Weight loss,Standard/Medium,Flat feet/Low arch,Injury Prevention,Medium/Balanced,Snug/Sock-like,Bold/Bright,Running socks,Nike,200-400,Every 1-2 years,Brand stores; Online (Amazon/Noon),Free trial,5,Neutral,25-50 AED,Definitely would use,Weight management,2,No,3,4,20-30%,Yes,,Yes,5
UAE_0059,Aspirational_Beginner,55+,Male,Dubai,"Below 5,000",Western,Homemaker,Complete beginner,1-2 days,10-25km,Treadmill,10K,Standard/Medium,,Style/Brand,Thin/Minimal,Roomy toe box,Solid neutral,Running belt/Hydration,New Balance; Brooks; On Running,200-400,Rarely/Not yet,Online (Amazon/Noon),Friend/Community,5,Comfortable,10-25 AED,Likely would use,Mental health,3,No,5,4,10-15%,No,,No,4
UAE_0060,Social_Community_Runner,55+,Female,Abu Dhabi,"20,001-35,000",GCC National,Self-employed,Intermediate,1-2 days,10-25km,Beach/Sand,No goal/fun,Wide,Flat feet/Low arch,Durability/Value,No preference,Snug/Sock-like,Earthy/Natural,Custom insoles,Nike,600-900,Once a year,Sports retailers,Expert AI,5,Very comfortable,10-25 AED,Likely would use,Social/Community,2,Yes,5,3,10-15%,No,Strava; Garmin; Apple Watch/Health,No,3
UAE_0061,Social_Community_Runner,35-44,Non-binary,Dubai,"10,001-20,000",South Asian,Self-employed,Experienced,1-2 days,25-50km,Road/Pavement,Half Marathon,Narrow,,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,Running socks,Nike; Saucony; On Running,Under 200,Rarely/Not yet,Apps/Platforms,Friend/Community,6,Comfortable,Won't pay,Definitely would use,Mental health,3,No,4,5,20-30%,Yes,Strava; Nike Run Club,No,4
UAE_0062,Aspirational_Beginner,35-44,Non-binary,Abu Dhabi,"10,001-20,000",GCC National,Corporate/Salaried,Complete beginner,I don't run yet,10-25km,Treadmill,Weight loss,Standard/Medium,Knee pain; Bunions,Comfort/Cushioning,Thin/Minimal,Standard fit,Bold/Bright,,Nike; ASICS,400-600,Every 1-2 years,Sports retailers,Expert AI,2,Neutral,Up to 10 AED,Definitely would not,Competitive performance,1,No,3,3,20-30%,Yes,,No,4
UAE_0063,Wellness_Professional,25-34,Male,Dubai,"10,001-20,000",Western,Self-employed,Beginner,3-4 days,Less than 10km,Treadmill,Half Marathon,Standard/Medium,,Durability/Value,Thick/Plush,Standard fit,Metallic/Premium,GPS Watch; Foam roller,Adidas; New Balance,600-900,Every 4-6 months,Brand stores; Online (Amazon/Noon),Social media,2,Very comfortable,10-25 AED,Likely would use,General fitness,2,No,4,4,10-15%,No,Garmin,No,4
UAE_0064,Social_Community_Runner,25-34,Female,Ajman,"10,001-20,000",African,Self-employed,Beginner,3-4 days,50-80km,Road/Pavement,5K,Wide,,Injury Prevention,Thin/Minimal,Standard fit,Bold/Bright,GPS Watch,Adidas; Saucony,900-1200,Once a year,Sports retailers; Online (Amazon/Noon),Friend/Community,6,Very comfortable,Won't pay,Likely would use,Weight management,3,No,4,5,20-30%,Yes,Strava,Yes,4
UAE_0065,Social_Community_Runner,18-24,Female,Ras Al Khaimah,"Above 60,000",Arab (non-GCC),Self-employed,Advanced/Competitive,3-4 days,Less than 10km,Road/Pavement; Treadmill,Weight loss,Standard/Medium,,Durability/Value,Thin/Minimal,Adjustable/Boa,Earthy/Natural,GPS Watch,Hoka,Above 1200,Every 4-6 months,Sports retailers,Friend/Community,6,Very comfortable,25-50 AED,Likely would use,Social/Community,4,No,2,3,50%+,No,Strava,No,4
UAE_0066,Serious_Age_Grouper,55+,Male,Dubai,"10,001-20,000",South Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,25-50km,Road/Pavement,Full Marathon,Standard/Medium,Flat feet/Low arch; Shin splints; None,Injury Prevention,Medium/Balanced,Adjustable/Boa,Bold/Bright,Running socks,Adidas; Hoka,Above 1200,Every 3 months,Sports retailers; Running specialty,Professional review,6,Comfortable,50+ AED,Likely would use,General fitness,5,Yes,3,2,20-30%,No,Garmin; Apple Watch/Health,No,3
UAE_0067,Aspirational_Beginner,25-34,Female,Abu Dhabi,"5,000-10,000",South Asian,Corporate/Salaried,Experienced,I don't run yet,Less than 10km,Road/Pavement; Treadmill,No goal/fun,Narrow,Bunions,Durability/Value,Medium/Balanced,Standard fit,Solid neutral,,Adidas; ASICS; Hoka,200-400,Rarely/Not yet,Sports retailers; Online (Amazon/Noon),Discount,5,Very comfortable,10-25 AED,Definitely would not,Weight management,3,Yes,4,3,10-15%,Yes,Nike Run Club,No,4
UAE_0068,Wellness_Professional,25-34,Male,Sharjah,"Above 60,000",South Asian,Corporate/Salaried,Beginner,3-4 days,Less than 10km,Treadmill,No goal/fun,Narrow,High arch,Durability/Value,No preference,Standard fit,Solid neutral,Compression wear,Adidas; Saucony,900-1200,Once a year,Online (Amazon/Noon); During sales,Friend/Community,5,Neutral,Up to 10 AED,Neutral/Unsure,Competitive performance,3,Yes,2,4,10-15%,No,Apple Watch/Health,Yes,4
UAE_0069,Aspirational_Beginner,35-44,Male,Sharjah,"Above 60,000",Arab (non-GCC),Student,Beginner,I don't run yet,10-25km,Treadmill,Weight loss,Wide,,Injury Prevention,No preference,Snug/Sock-like,Earthy/Natural,,Nike; Adidas,Above 1200,Every 1-2 years,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,6,Neutral,Won't pay,Neutral/Unsure,Weight management,3,No,5,3,20-30%,Yes,Nike Run Club,No,3
UAE_0070,Casual_Lifestyle_Runner,25-34,Female,Abu Dhabi,"10,001-20,000",,Self-employed,Intermediate,1-2 days,Less than 10km,Treadmill,Weight loss,Wide,,Comfort/Cushioning,Medium/Balanced,Standard fit,Bold/Bright,,Nike; Adidas,Under 200,Every 1-2 years,Sports retailers; Online (Amazon/Noon); During sales,Professional review,5,Comfortable,50+ AED,Neutral/Unsure,Mental health,5,No,3,3,20-30%,Yes,Strava,No,3
UAE_0071,Wellness_Professional,25-34,Male,Dubai,"10,001-20,000",Western,Fitness professional,Advanced/Competitive,1-2 days,25-50km,Treadmill,Weight loss,Wide,Plantar fasciitis; None,Injury Prevention,Thin/Minimal,Roomy toe box,Earthy/Natural,,Adidas; Hoka; Saucony; On Running,200-400,Once a year,Sports retailers,Professional review,2,Very comfortable,25-50 AED,Likely would use,Mental health,3,No,4,4,20-30%,No,Apple Watch/Health,Yes,3
UAE_0072,Aspirational_Beginner,35-44,Male,Ras Al Khaimah,"Below 5,000",Arab (non-GCC),Other,Intermediate,1-2 days,Less than 10km,Treadmill,No goal/fun,Not sure,,Style/Brand,Medium/Balanced,Snug/Sock-like,Bold/Bright,Running belt/Hydration,Adidas,200-400,Every 4-6 months,Sports retailers; During sales,Free trial,3,Neutral,Won't pay,Likely would use,Weight management,5,No,3,3,10-15%,Yes,,No,5
UAE_0073,Aspirational_Beginner,35-44,Male,Dubai,"10,001-20,000",South Asian,Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Road/Pavement; Treadmill,Full Marathon,Standard/Medium,,Style/Brand,Thick/Plush,Snug/Sock-like,Bold/Bright,Custom insoles,Nike; Adidas; New Balance,200-400,Once a year,Running specialty,Friend/Community,3,Slightly uncomfortable,Won't pay,Neutral/Unsure,Weight management,3,Yes,4,3,20-30%,No,,No,4
UAE_0074,Wellness_Professional,25-34,Male,Sharjah,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Beginner,3-4 days,Less than 10km,Treadmill,No goal/fun,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Roomy toe box,Solid neutral,Custom insoles,Nike; ASICS; New Balance,400-600,Every 3 months,Brand stores; Sports retailers; Online (Amazon/Noon),Discount,6,Very comfortable,Won't pay,Likely would use,Competitive performance,3,No,5,5,20-30%,No,Strava; Apple Watch/Health; Nike Run Club,No,3
UAE_0075,Wellness_Professional,35-44,Female,Dubai,"35,001-60,000",South Asian,Corporate/Salaried,Intermediate,3-4 days,25-50km,Treadmill,No goal/fun,Standard/Medium,,Durability/Value,Thick/Plush,Roomy toe box,Earthy/Natural,,Nike; ASICS; New Balance; On Running,400-600,Every 4-6 months,Sports retailers,Expert AI,5,Comfortable,Won't pay,Likely would use,Social/Community,3,Yes,2,5,20-30%,Yes,Strava; Nike Run Club,Yes,5
UAE_0076,Wellness_Professional,18-24,Male,Fujairah,"20,001-35,000",South Asian,Corporate/Salaried,Complete beginner,1-2 days,25-50km,Treadmill,Half Marathon,Wide,Flat feet/Low arch,Speed/Performance,Medium/Balanced,Snug/Sock-like,Solid neutral,GPS Watch; Foam roller,Brooks; On Running,600-900,Every 4-6 months,Sports retailers,Professional review,3,Slightly uncomfortable,25-50 AED,Definitely would use,General fitness,3,No,3,4,20-30%,No,Nike Run Club,No,4
UAE_0077,Wellness_Professional,25-34,Male,Abu Dhabi,"35,001-60,000",South Asian,Self-employed,Complete beginner,3-4 days,80+ km,Treadmill,10K,Standard/Medium,,Speed/Performance,Thick/Plush,Roomy toe box,Bold/Bright,Running socks; Foam roller,Adidas; New Balance; Hoka,400-600,Every 4-6 months,Brand stores; Online (Amazon/Noon),Free trial,6,Slightly uncomfortable,Up to 10 AED,Definitely would use,Mental health,5,No,4,2,50%+,No,Strava; Apple Watch/Health,Yes,4
UAE_0078,Aspirational_Beginner,35-44,Female,Abu Dhabi,"10,001-20,000",Western,Other,Complete beginner,1-2 days,Less than 10km,Road/Pavement,Half Marathon,Standard/Medium,Knee pain; Shin splints,Comfort/Cushioning,Thick/Plush,Standard fit,Solid neutral,Custom insoles,Nike; New Balance; On Running,400-600,Every 1-2 years,Sports retailers; Online (Amazon/Noon),Discount,3,Prefer in-store,10-25 AED,Neutral/Unsure,Mental health,1,No,2,5,10-15%,Yes,Apple Watch/Health,Yes,5
UAE_0079,Social_Community_Runner,18-24,Female,Sharjah,"10,001-20,000",Western,Corporate/Salaried,Advanced/Competitive,3-4 days,10-25km,Road/Pavement; Treadmill; Trail/Desert,Full Marathon,Standard/Medium,Knee pain,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Earthy/Natural,Running belt/Hydration,No preference,400-600,Once a year,Running specialty,Friend/Community,6,Prefer in-store,25-50 AED,Definitely would use,General fitness,4,Yes,4,5,20-30%,Yes,Apple Watch/Health,No,4
UAE_0080,Aspirational_Beginner,18-24,Female,Dubai,"Below 5,000",Arab (non-GCC),Student,Beginner,I don't run yet,Less than 10km,Road/Pavement,Full Marathon,Standard/Medium,Plantar fasciitis; None,Comfort/Cushioning,No preference,Standard fit,Solid neutral,Running socks,No preference,200-400,Every 1-2 years,Brand stores; Sports retailers; Online (Amazon/Noon),Discount,4,Comfortable,Won't pay,Definitely would use,Weight management,3,No,3,3,10-15%,Yes,Strava; Apple Watch/Health,Yes,2
UAE_0081,Ultra_Trail_Specialist,35-44,Male,Dubai,"20,001-35,000",South Asian,Student,Advanced/Competitive,3-4 days,50-80km,Road/Pavement; Trail/Desert,Dubai/AD Marathon,Wide,,Speed/Performance,Medium/Balanced,Roomy toe box,Earthy/Natural,Compression wear,New Balance; On Running,600-900,Every 4-6 months,Sports retailers,Friend/Community,4,Comfortable,10-25 AED,Neutral/Unsure,Mental health,3,No,3,5,10-15%,No,Strava; Garmin,Yes,3
UAE_0082,Serious_Age_Grouper,35-44,Female,Sharjah,"Above 60,000",GCC National,Corporate/Salaried,Experienced,Daily,25-50km,Road/Pavement; Beach/Sand,Full Marathon,Standard/Medium,,Speed/Performance,Medium/Balanced,Roomy toe box,Metallic/Premium,GPS Watch; Foam roller,ASICS; New Balance; Brooks,Above 1200,Every 4-6 months,Apps/Platforms,Discount,6,Neutral,25-50 AED,Definitely would use,Competitive performance,5,No,5,2,20-30%,Yes,Strava; Apple Watch/Health,Yes,2
UAE_0083,Social_Community_Runner,35-44,Female,Ras Al Khaimah,"20,001-35,000",Western,Corporate/Salaried,Complete beginner,1-2 days,25-50km,Road/Pavement,Half Marathon,Wide,Shin splints,Injury Prevention,Thick/Plush,Standard fit,Limited Edition,GPS Watch,Nike; Adidas,900-1200,Once a year,Online (Amazon/Noon),Free trial,5,Slightly uncomfortable,10-25 AED,Likely would use,Social/Community,3,No,5,1,10-15%,No,Strava; Garmin,No,3
UAE_0084,Aspirational_Beginner,25-34,Female,Abu Dhabi,"5,000-10,000",South Asian,Student,Complete beginner,I don't run yet,Less than 10km,Treadmill,5K,Narrow,,Durability/Value,Thick/Plush,Roomy toe box,Bold/Bright,,Nike; Adidas,400-600,Once a year,Brand stores; Online (Amazon/Noon),Social media,5,Comfortable,10-25 AED,Likely would use,Weight management,5,No,4,3,5% or less,Yes,,Yes,3
UAE_0085,Social_Community_Runner,25-34,Male,Dubai,"Above 60,000",South Asian,Homemaker,Intermediate,Daily,25-50km,Treadmill,5K,Not sure,Plantar fasciitis; Knee pain,Style/Brand,Thick/Plush,Standard fit,Solid neutral,,Nike; Hoka,200-400,Once a year,Brand stores; Running specialty; During sales,Expert AI,5,Comfortable,10-25 AED,Likely would use,Social/Community,2,No,4,4,10-15%,Yes,Strava; Garmin; Apple Watch/Health,No,4
UAE_0086,Social_Community_Runner,35-44,Male,Ajman,"Below 5,000",East/SE Asian,Self-employed,Intermediate,5-6 days,Less than 10km,Road/Pavement,No goal/fun,Not sure,Knee pain,Comfort/Cushioning,Thick/Plush,Standard fit,Earthy/Natural,Running socks; Custom insoles; GPS Watch; Compression wear,Nike,400-600,Once a year,During sales,Friend/Community,4,Very comfortable,25-50 AED,Definitely would use,Social/Community,4,No,4,5,20-30%,No,Strava,No,4
UAE_0087,Wellness_Professional,25-34,Male,Dubai,"20,001-35,000",Western,Corporate/Salaried,Intermediate,3-4 days,10-25km,Road/Pavement; Treadmill; Mall/Indoor,5K,Standard/Medium,Shin splints; None,Durability/Value,No preference,Standard fit,Bold/Bright,Compression wear; Running belt/Hydration,ASICS; Hoka,200-400,Once a year,Sports retailers,Expert AI,6,Comfortable,Up to 10 AED,Definitely would use,General fitness,1,No,2,5,10-15%,No,Apple Watch/Health; Nike Run Club,Yes,3
UAE_0088,Serious_Age_Grouper,45-54,Male,Dubai,,Arab (non-GCC),Self-employed,Intermediate,3-4 days,80+ km,Road/Pavement,Full Marathon,Standard/Medium,Plantar fasciitis,Speed/Performance,Thin/Minimal,Roomy toe box,Solid neutral,Custom insoles,Adidas; New Balance,400-600,Every 3 months,Sports retailers; Online (Amazon/Noon); During sales,Expert AI,2,Comfortable,50+ AED,Definitely would not,Competitive performance,3,No,3,2,50%+,No,Apple Watch/Health; Nike Run Club,No,2
UAE_0089,Ultra_Trail_Specialist,35-44,Female,Sharjah,"20,001-35,000",Western,Fitness professional,Advanced/Competitive,3-4 days,25-50km,Trail/Desert,10K,Wide,High arch,Injury Prevention,Thick/Plush,Roomy toe box,Bold/Bright,Custom insoles,No preference,900-1200,Every 3 months,Online (Amazon/Noon); During sales,Professional review,2,Very comfortable,25-50 AED,Definitely would use,Explore outdoors,5,Yes,1,5,10-15%,Yes,Strava; Garmin; Nike Run Club,Yes,2
UAE_0090,Social_Community_Runner,55+,Female,Sharjah,"10,001-20,000",South Asian,Corporate/Salaried,Intermediate,3-4 days,25-50km,Road/Pavement; Track,5K,Standard/Medium,,Injury Prevention,Medium/Balanced,Standard fit,Bold/Bright,Custom insoles; GPS Watch; Compression wear,ASICS,400-600,Every 1-2 years,Brand stores; Sports retailers,Expert AI,2,Neutral,10-25 AED,Definitely would use,Social/Community,4,No,4,3,50%+,No,Strava; Nike Run Club,Yes,4
UAE_0091,Aspirational_Beginner,25-34,Female,Dubai,,South Asian,Corporate/Salaried,Complete beginner,5-6 days,10-25km,Road/Pavement,No goal/fun,Standard/Medium,Knee pain,Style/Brand,Thick/Plush,Standard fit,Limited Edition,,Adidas,200-400,Every 1-2 years,Sports retailers; Online (Amazon/Noon); During sales,Free trial,6,Comfortable,Won't pay,Neutral/Unsure,Weight management,2,No,1,2,5% or less,Yes,Strava; Nike Run Club,Yes,5
UAE_0092,Wellness_Professional,35-44,Male,Ajman,"20,001-35,000",South Asian,Corporate/Salaried,Beginner,1-2 days,10-25km,Beach/Sand,Weight loss,Wide,Plantar fasciitis,Comfort/Cushioning,Medium/Balanced,Standard fit,Bold/Bright,GPS Watch,Nike; Brooks,200-400,Once a year,Online (Amazon/Noon),Discount,3,Comfortable,10-25 AED,Definitely would use,Weight management,3,No,2,4,50%+,No,Apple Watch/Health,Yes,5
UAE_0093,Wellness_Professional,25-34,Prefer not to say,Abu Dhabi,"35,001-60,000",GCC National,Corporate/Salaried,Intermediate,I don't run yet,25-50km,Road/Pavement,No goal/fun,Narrow,,Comfort/Cushioning,No preference,Roomy toe box,Solid neutral,Compression wear; Running belt/Hydration,ASICS; New Balance,Under 200,Every 1-2 years,Sports retailers; Apps/Platforms; During sales,Friend/Community,4,Very comfortable,10-25 AED,Likely would use,Mental health,1,No,3,3,50%+,No,Apple Watch/Health,Yes,3
UAE_0094,Serious_Age_Grouper,25-34,Female,Dubai,"Above 60,000",East/SE Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,50-80km,Road/Pavement,Full Marathon,Extra Wide,,Speed/Performance,Thin/Minimal,Roomy toe box,Solid neutral,GPS Watch,Nike; Adidas; New Balance; Hoka,600-900,Once a year,Sports retailers; Online (Amazon/Noon),Professional review,5,Very comfortable,Up to 10 AED,Likely would use,Competitive performance,5,Yes,4,5,10-15%,No,Garmin; Nike Run Club,No,2
UAE_0095,Wellness_Professional,45-54,Female,Sharjah,"20,001-35,000",Arab (non-GCC),Corporate/Salaried,Experienced,5-6 days,10-25km,Mall/Indoor,No goal/fun,Standard/Medium,,Injury Prevention,Medium/Balanced,Roomy toe box,Solid neutral,GPS Watch; Compression wear,Nike; New Balance; Hoka; Saucony,900-1200,Every 4-6 months,Sports retailers; Apps/Platforms; During sales,Discount,4,Very comfortable,10-25 AED,Likely would use,General fitness,2,No,4,2,20-30%,No,Garmin,No,3
UAE_0096,Social_Community_Runner,55+,Female,Dubai,"20,001-35,000",Other,Corporate/Salaried,Intermediate,3-4 days,10-25km,Road/Pavement; Treadmill,Half Marathon,Narrow,Knee pain,Durability/Value,Thin/Minimal,Snug/Sock-like,Bold/Bright,Running socks; Compression wear,Nike; Hoka,200-400,Rarely/Not yet,Brand stores; Online (Amazon/Noon),Friend/Community,5,Neutral,10-25 AED,Likely would use,Weight management,5,No,4,5,20-30%,No,Strava; Nike Run Club,No,5
UAE_0097,Serious_Age_Grouper,45-54,Female,Ajman,"Below 5,000",Arab (non-GCC),Self-employed,Experienced,3-4 days,10-25km,Road/Pavement,Full Marathon,Standard/Medium,,Injury Prevention,Medium/Balanced,Standard fit,Metallic/Premium,Running socks,No preference,600-900,Every 4-6 months,Brand stores; Sports retailers; Running specialty,Expert AI,2,Very comfortable,25-50 AED,Neutral/Unsure,Social/Community,4,Yes,5,4,10-15%,No,Garmin,No,4
UAE_0098,Social_Community_Runner,35-44,Male,Abu Dhabi,"20,001-35,000",South Asian,Student,Experienced,1-2 days,10-25km,Road/Pavement,Full Marathon,Not sure,Flat feet/Low arch; Shin splints; Bunions,Lightweight,Thick/Plush,Standard fit,Earthy/Natural,Running socks; GPS Watch,Adidas; ASICS,400-600,Once a year,Online (Amazon/Noon),Expert AI,2,Neutral,Won't pay,Definitely would use,Social/Community,3,Yes,4,3,20-30%,Yes,Strava,Yes,4
UAE_0099,Aspirational_Beginner,25-34,Female,Sharjah,"5,000-10,000",South Asian,Homemaker,Experienced,I don't run yet,Less than 10km,Road/Pavement; Treadmill,No goal/fun,Narrow,,Comfort/Cushioning,Thick/Plush,Standard fit,Metallic/Premium,Custom insoles,No preference,400-600,Every 1-2 years,Brand stores,Free trial,6,Comfortable,10-25 AED,Unlikely,Weight management,2,No,3,3,50%+,No,,Yes,4
UAE_0100,Aspirational_Beginner,25-34,Male,Dubai,"Above 60,000",South Asian,Corporate/Salaried,Complete beginner,1-2 days,10-25km,Beach/Sand,No goal/fun,Standard/Medium,Flat feet/Low arch,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Bold/Bright,Running socks,Adidas; New Balance,600-900,Every 4-6 months,Sports retailers,Expert AI,5,Neutral,Up to 10 AED,Likely would use,General fitness,1,No,5,1,10-15%,No,Apple Watch/Health,Yes,3
UAE_0101,Aspirational_Beginner,35-44,Male,Abu Dhabi,"Above 60,000",Western,Homemaker,Beginner,3-4 days,Less than 10km,Road/Pavement; Treadmill,5K,Standard/Medium,Knee pain; None,Durability/Value,Thick/Plush,Standard fit,Bold/Bright,,Adidas; Brooks,200-400,Rarely/Not yet,Brand stores; During sales,Social media,4,Very comfortable,10-25 AED,Likely would use,Mental health,2,Yes,4,4,20-30%,No,Apple Watch/Health,No,4
UAE_0102,Serious_Age_Grouper,45-54,Male,Ras Al Khaimah,,Western,Corporate/Salaried,Advanced/Competitive,3-4 days,10-25km,Road/Pavement,Half Marathon,Wide,,Lightweight,Medium/Balanced,Snug/Sock-like,Solid neutral,Running socks; GPS Watch,No preference,900-1200,Once a year,Sports retailers; Online (Amazon/Noon),Expert AI,5,Comfortable,Won't pay,Likely would use,General fitness,3,No,3,2,5% or less,No,Strava; Garmin; Apple Watch/Health,No,4
